name,site,subtypes,category,type,phone,full_address,street,city,postal_code,state,us_state,country_code,latitude,longitude,rating,reviews,reviews_link,photos_count,photo,street_view,working_hours,working_hours_old_format,business_status,about,logo,owner_link,location_link,location_reviews_link,place_id
Golden Paws Luxury Pet Resort,http://www.goldenpawsresort.com/,Pet boarding service,Pet boarding service,Pet boarding service,+1 870-455-8077,"294 Co Rd 289, Mountain Home, AR 72653",294 Co Rd 289,Mountain Home,72653,Arkansas,Alabama,US,"36,3698527","-92,3132316","4,9",28,"https://search.google.com/local/reviews?placeid=ChIJbWharA3b0YcRmZz190A3f30&q=pet+groomer,+72537,+Gamaliel,+AR,+US&authuser=0&hl=en&gl=US",22,https://lh3.googleusercontent.com/gps-cs-s/AB5caB8ITnivnLVfLoOLZ31szXh7nACJf8gVuATTTREBxZkRoP0ayJOckECu_GyxGbozMU6ksPWQOSBXdOVRHhe2Kd_aK4MITdJ4R06MKyNJ0QfAqv5kpmbM1wbB_EwmLh6ZTI-c339-oQ=w800-h500-k-no,https://lh3.googleusercontent.com/gps-cs-s/AB5caB8ITnivnLVfLoOLZ31szXh7nACJf8gVuATTTREBxZkRoP0ayJOckECu_GyxGbozMU6ksPWQOSBXdOVRHhe2Kd_aK4MITdJ4R06MKyNJ0QfAqv5kpmbM1wbB_EwmLh6ZTI-c339-oQ=w1600-h1000-k-no,"{""Monday"": ""7:30AM-5:30PM"", ""Tuesday"": ""7:30AM-5:30PM"", ""Wednesday"": ""7:30AM-5:30PM"", ""Thursday"": ""7:30AM-5:30PM"", ""Friday"": ""7:30AM-5:30PM"", ""Saturday"": ""7:30AM-5:30PM"", ""Sunday"": ""7:30AM-5:30PM""}",Monday:7:30AM-5:30PM|Tuesday:7:30AM-5:30PM|Wednesday:7:30AM-5:30PM|Thursday:7:30AM-5:30PM|Friday:7:30AM-5:30PM|Saturday:7:30AM-5:30PM|Sunday:7:30AM-5:30PM,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",https://lh5.googleusercontent.com/-XWhMZQopoSw/AAAAAAAAAAI/AAAAAAAAAAA/IHM_7RgZMpY/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/110798884659034360607,"https://www.google.com/maps/place/Golden+Paws+Luxury+Pet+Resort/@36.369852699999996,-92.3132316,14z/data=!4m8!1m2!2m1!1sGolden+Paws+Luxury+Pet+Resort!3m4!1s0x87d1db0dac5a686d:0x7d7f3740f7f59c99!8m2!3d36.369852699999996!4d-92.3132316","https://www.google.com/maps/place/Golden+Paws+Luxury+Pet+Resort/@36.369852699999996,-92.3132316,13.99z/data=!4m16!1m7!3m6!1s0x87d1db0dac5a686d:0x7d7f3740f7f59c99!2sGolden+Paws+Luxury+Pet+Resort!8m2!3d36.369852699999996!4d-92.3132316!16s%2Fg%2F11ckvg1dmb!3m7!1s0x87d1db0dac5a686d:0x7d7f3740f7f59c99!8m2!3d36.369852699999996!4d-92.3132316!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJbWharA3b0YcRmZz190A3f30
Golden Paws Pet Resort & Salon,http://www.goldenpawsresort.com/,"Pet groomer, Cat boarding service, Dog day care center, Pet boarding service",Pet groomer,Pet groomer,+1 870-453-6578,"702 E Main St, Flippin, AR 72634",702 E Main St,Flippin,72634,Arkansas,Alabama,US,"36,2773064","-92,5886756","4,7",130,"https://search.google.com/local/reviews?placeid=ChIJa3n6EuIizocRk8lQc2RQYtQ&q=pet+groomer,+72537,+Gamaliel,+AR,+US&authuser=0&hl=en&gl=US",13,https://lh3.googleusercontent.com/gps-cs-s/AB5caB_BUH-6El2P1DTJogEGSDti_5vVUMpbgQFqJs1xsJTwsgS0hkI_tXZeWODrUo3QRe7HdYiWMCifWtv4MEtsfIoVkIfRXZkjUubMMJi-2Ja-J-Zd7h5L0A3IYeQwrbNC4V_s8ekRHA=w800-h500-k-no,https://lh3.googleusercontent.com/gps-cs-s/AB5caB_BUH-6El2P1DTJogEGSDti_5vVUMpbgQFqJs1xsJTwsgS0hkI_tXZeWODrUo3QRe7HdYiWMCifWtv4MEtsfIoVkIfRXZkjUubMMJi-2Ja-J-Zd7h5L0A3IYeQwrbNC4V_s8ekRHA=w1600-h1000-k-no,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8-10AM,3-5PM"", ""Sunday"": ""8-10AM,3-5PM""}","Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:8AM-5PM|Thursday:8AM-5PM|Friday:8AM-5PM|Saturday:8-10AM,3-5PM|Sunday:8-10AM,3-5PM",OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",https://lh4.googleusercontent.com/-0YrnQSG0BpI/AAAAAAAAAAI/AAAAAAAAAAA/ydiEaEingho/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/116083867946144947418,"https://www.google.com/maps/place/Golden+Paws+Pet+Resort+%26+Salon/@36.2773064,-92.5886756,14z/data=!4m8!1m2!2m1!1sGolden+Paws+Pet+Resort+%26+Salon!3m4!1s0x87ce22e212fa796b:0xd46250647350c993!8m2!3d36.2773064!4d-92.5886756","https://www.google.com/maps/place/Golden+Paws+Pet+Resort+%26+Salon/@36.2773064,-92.5886756,13.99z/data=!4m16!1m7!3m6!1s0x87ce22e212fa796b:0xd46250647350c993!2sGolden+Paws+Pet+Resort+%26+Salon!8m2!3d36.2773064!4d-92.5886756!16s%2Fg%2F11ckvg1dmb!3m7!1s0x87ce22e212fa796b:0xd46250647350c993!8m2!3d36.2773064!4d-92.5886756!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJa3n6EuIizocRk8lQc2RQYtQ
Sweet Magnolias Petcare,https://www.facebook.com/profile.php?id=61561018567602,"Pet groomer, Pet trainer",Pet groomer,Pet groomer,+1 501-864-0820,"3830 AR-367, Bald Knob, AR 72010",3830 AR-367,Bald Knob,72010,Arkansas,Alabama,US,"35,3205848","-91,5590561","4,3",8,"https://search.google.com/local/reviews?placeid=ChIJJ01FxFuj04cRCX5FYQdtssw&q=pet+groomer,+72537,+Gamaliel,+AR,+US&authuser=0&hl=en&gl=US",13,https://lh3.googleusercontent.com/p/AF1QipNzl3aQ7MX9y4MvQz8XLzUc4FkCjIdI1oXATpd_=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipNzl3aQ7MX9y4MvQz8XLzUc4FkCjIdI1oXATpd_=w1600-h1000-k-no,"{""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""Closed"", ""Thursday"": ""9AM-3PM"", ""Friday"": ""9AM-3PM"", ""Saturday"": ""9AM-3PM"", ""Sunday"": ""Closed""}",Monday:Closed|Tuesday:Closed|Wednesday:Closed|Thursday:9AM-3PM|Friday:9AM-3PM|Saturday:9AM-3PM|Sunday:Closed,OPERATIONAL,"{""From the business"": {""Identifies as women-owned"": true}, ""Payments"": {""Credit cards"": true}, ""Parking"": {""On-site parking"": true}, ""Other"": {""Identifies as women-owned"": true}}",https://lh4.googleusercontent.com/-bO0zVoxnPGk/AAAAAAAAAAI/AAAAAAAAAAA/uvfDydDDdaY/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/107339605934193062309,"https://www.google.com/maps/place/Sweet+Magnolias+Petcare/@35.3205848,-91.55905609999999,14z/data=!4m8!1m2!2m1!1sSweet+Magnolias+Petcare!3m4!1s0x87d3a35bc4454d27:0xccb26d0761457e09!8m2!3d35.3205848!4d-91.55905609999999","https://www.google.com/maps/place/Sweet+Magnolias+Petcare/@35.3205848,-91.55905609999999,13.99z/data=!4m16!1m7!3m6!1s0x87d3a35bc4454d27:0xccb26d0761457e09!2sSweet+Magnolias+Petcare!8m2!3d35.3205848!4d-91.55905609999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x87d3a35bc4454d27:0xccb26d0761457e09!8m2!3d35.3205848!4d-91.55905609999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJJ01FxFuj04cRCX5FYQdtssw
Pampered Paws Pet Resort,,"Pet groomer, Dog day care center, Pet boarding service, Pet sitter, Pet store, Pet supply store",Pet groomer,Pet groomer,+1 870-405-5777,"902 Morning Glory Dr, Bull Shoals, AR 72619",902 Morning Glory Dr,Bull Shoals,72619,Arkansas,Alabama,US,"36,3866871","-92,5816242","4,9",24,"https://search.google.com/local/reviews?placeid=ChIJ-ecPVjYmzocRll7K7FsXgYo&q=pet+groomer,+72537,+Gamaliel,+AR,+US&authuser=0&hl=en&gl=US",1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4H1i8UDEemfHaTnbRioQtQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=4.172611&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4H1i8UDEemfHaTnbRioQtQ&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=4.172611&pitch=0&thumbfov=100,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:8AM-5PM|Thursday:8AM-5PM|Friday:8AM-5PM|Saturday:Closed|Sunday:Closed,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",https://lh6.googleusercontent.com/-eyc0RNx-tXE/AAAAAAAAAAI/AAAAAAAAAAA/FyHdBNjgxc8/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/117639541011682495791,"https://www.google.com/maps/place/Pampered+Paws+Pet+Resort/@36.386687099999996,-92.5816242,14z/data=!4m8!1m2!2m1!1sPampered+Paws+Pet+Resort!3m4!1s0x87ce2636560fe7f9:0x8a81175becca5e96!8m2!3d36.386687099999996!4d-92.5816242","https://www.google.com/maps/place/Pampered+Paws+Pet+Resort/@36.386687099999996,-92.5816242,13.99z/data=!4m16!1m7!3m6!1s0x87ce2636560fe7f9:0x8a81175becca5e96!2sPampered+Paws+Pet+Resort!8m2!3d36.386687099999996!4d-92.5816242!16s%2Fg%2F11ckvg1dmb!3m7!1s0x87ce2636560fe7f9:0x8a81175becca5e96!8m2!3d36.386687099999996!4d-92.5816242!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJ-ecPVjYmzocRll7K7FsXgYo
Groomer Has It,,Pet groomer,Pet groomer,Pet groomer,+1 870-424-3037,"619 S Baker St, Mountain Home, AR 72653",619 S Baker St,Mountain Home,72653,Arkansas,Alabama,US,"36,3349033","-92,3842364","4,8",30,"https://search.google.com/local/reviews?placeid=ChIJh5B8qwXZ0YcRbzL1Mh2s9Vg&q=pet+groomer,+72537,+Gamaliel,+AR,+US&authuser=0&hl=en&gl=US",27,https://lh3.googleusercontent.com/gps-cs-s/AB5caB81IJ3-XPNPAHz7gJOrzwQLtmtAsjlP79mqAxuJ48C1w7oOgou4os0CwC5IAfnQZKjdyfKpW2TQ90rqKcd9gSS4ZSpiVFA4lfOe-KcQuH8nVUf0RP2ZqbsNM2_rWssdwvYcn1ct=w800-h500-k-no,https://lh3.googleusercontent.com/gps-cs-s/AB5caB81IJ3-XPNPAHz7gJOrzwQLtmtAsjlP79mqAxuJ48C1w7oOgou4os0CwC5IAfnQZKjdyfKpW2TQ90rqKcd9gSS4ZSpiVFA4lfOe-KcQuH8nVUf0RP2ZqbsNM2_rWssdwvYcn1ct=w1600-h1000-k-no,"{""Monday"": ""8AM-3:30PM"", ""Tuesday"": ""8AM-3:30PM"", ""Wednesday"": ""8AM-3:30PM"", ""Thursday"": ""8AM-3:30PM"", ""Friday"": ""8AM-3:30PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:8AM-3:30PM|Tuesday:8AM-3:30PM|Wednesday:8AM-3:30PM|Thursday:8AM-3:30PM|Friday:8AM-3:30PM|Saturday:Closed|Sunday:Closed,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",https://lh4.googleusercontent.com/-3EAUFzhH2bk/AAAAAAAAAAI/AAAAAAAAAAA/QYKBAPjkO4o/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/105416417593579416663,"https://www.google.com/maps/place/Groomer+Has+It/@36.3349033,-92.38423639999999,14z/data=!4m8!1m2!2m1!1sGroomer+Has+It!3m4!1s0x87d1d905ab7c9087:0x58f5ac1d32f5326f!8m2!3d36.3349033!4d-92.38423639999999","https://www.google.com/maps/place/Groomer+Has+It/@36.3349033,-92.38423639999999,13.99z/data=!4m16!1m7!3m6!1s0x87d1d905ab7c9087:0x58f5ac1d32f5326f!2sGroomer+Has+It!8m2!3d36.3349033!4d-92.38423639999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x87d1d905ab7c9087:0x58f5ac1d32f5326f!8m2!3d36.3349033!4d-92.38423639999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJh5B8qwXZ0YcRbzL1Mh2s9Vg
All Pet & Equine Supply Mountain Home,http://www.myallpet.net/,"Pet groomer, Pet store, Pet supply store",Pet store,Pet groomer,+1 870-492-2525,"67 Basswood Dr, Mountain Home, AR 72653",67 Basswood Dr,Mountain Home,72653,Arkansas,Alabama,US,"36,3627027","-92,3308152","4,4",127,"https://search.google.com/local/reviews?placeid=ChIJC2dBPlfZ0YcR3_x1bbZooAU&q=pet+groomer,+72537,+Gamaliel,+AR,+US&authuser=0&hl=en&gl=US",42,https://lh3.googleusercontent.com/gps-cs-s/AB5caB_mDjSC1vBduq6AZXvl0lFKUlwxCHzdyDRKquTCOsxXLxGQwh6D6CE2CCspat-FZwi9sBmLQbcxP3QHdj9IHXArgN0QBpUuxG4qFC5LhWX8osTXcCA4g5eQZ_E2R62K-EmP0Alwng=w800-h500-k-no,https://lh3.googleusercontent.com/gps-cs-s/AB5caB_mDjSC1vBduq6AZXvl0lFKUlwxCHzdyDRKquTCOsxXLxGQwh6D6CE2CCspat-FZwi9sBmLQbcxP3QHdj9IHXArgN0QBpUuxG4qFC5LhWX8osTXcCA4g5eQZ_E2R62K-EmP0Alwng=w1600-h1000-k-no,"{""Monday"": ""9AM-6PM"", ""Tuesday"": ""9AM-6PM"", ""Wednesday"": ""9AM-6PM"", ""Thursday"": ""9AM-6PM"", ""Friday"": ""9AM-6PM"", ""Saturday"": ""9AM-6PM"", ""Sunday"": ""Closed""}",Monday:9AM-6PM|Tuesday:9AM-6PM|Wednesday:9AM-6PM|Thursday:9AM-6PM|Friday:9AM-6PM|Saturday:9AM-6PM|Sunday:Closed,OPERATIONAL,"{""From the business"": {""Small business"": true}, ""Service options"": {""Curbside pickup"": true, ""In-store pickup"": true, ""In-store shopping"": true, ""Onsite services"": true, ""Delivery"": false, ""Same-day delivery"": false}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Checks"": true, ""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",https://lh3.googleusercontent.com/-UoZv4ml5Wdg/AAAAAAAAAAI/AAAAAAAAAAA/oA6GN-5ZQkc/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/105988833780191881580,"https://www.google.com/maps/place/All+Pet+%26+Equine+Supply+Mountain+Home/@36.3627027,-92.33081519999999,14z/data=!4m8!1m2!2m1!1sAll+Pet+%26+Equine+Supply+Mountain+Home!3m4!1s0x87d1d9573e41670b:0x5a068b66d75fcdf!8m2!3d36.3627027!4d-92.33081519999999","https://www.google.com/maps/place/All+Pet+%26+Equine+Supply+Mountain+Home/@36.3627027,-92.33081519999999,13.99z/data=!4m16!1m7!3m6!1s0x87d1d9573e41670b:0x5a068b66d75fcdf!2sAll+Pet+%26+Equine+Supply+Mountain+Home!8m2!3d36.3627027!4d-92.33081519999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x87d1d9573e41670b:0x5a068b66d75fcdf!8m2!3d36.3627027!4d-92.33081519999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJC2dBPlfZ0YcR3_x1bbZooAU
Vanity Fur Paw Spa,,Pet groomer,Pet groomer,Pet groomer,+1 479-300-6180,"12379 Jim Devault Rd, Farmington, AR 72730",12379 Jim Devault Rd,Farmington,72730,Arkansas,Alabama,US,"36,0313438","-94,2671244","4,8",57,"https://search.google.com/local/reviews?placeid=ChIJ2RUAU4BxyYcRjV9qipr1LRw&q=pet+groomer,+72540,+Guion,+AR,+US&authuser=0&hl=en&gl=US",29,https://lh3.googleusercontent.com/p/AF1QipMwiudeXku3rk_MpG1j39paDYkjJjZ0ly7AhhjO=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipMwiudeXku3rk_MpG1j39paDYkjJjZ0ly7AhhjO=w1600-h1000-k-no,"{""Monday"": ""9AM-6PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""Closed"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-3PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:9AM-6PM|Tuesday:8AM-5PM|Wednesday:Closed|Thursday:8AM-5PM|Friday:8AM-3PM|Saturday:Closed|Sunday:Closed,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}}",https://lh3.googleusercontent.com/-9h44Vaj0IKI/AAAAAAAAAAI/AAAAAAAAAAA/pCFQR2OEQoY/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/100161152066159227244,"https://www.google.com/maps/place/Vanity+Fur+Paw+Spa/@36.0313438,-94.2671244,14z/data=!4m8!1m2!2m1!1sVanity+Fur+Paw+Spa!3m4!1s0x87c97180530015d9:0x1c2df59a8a6a5f8d!8m2!3d36.0313438!4d-94.2671244","https://www.google.com/maps/place/Vanity+Fur+Paw+Spa/@36.0313438,-94.2671244,13.99z/data=!4m16!1m7!3m6!1s0x87c97180530015d9:0x1c2df59a8a6a5f8d!2sVanity+Fur+Paw+Spa!8m2!3d36.0313438!4d-94.2671244!16s%2Fg%2F11ckvg1dmb!3m7!1s0x87c97180530015d9:0x1c2df59a8a6a5f8d!8m2!3d36.0313438!4d-94.2671244!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJ2RUAU4BxyYcRjV9qipr1LRw
Wag'n Tails Pet Salon,,Pet groomer,Pet groomer,Pet groomer,+1 479-305-2176,"188 W Main St, Farmington, AR 72730",188 W Main St,Farmington,72730,Arkansas,Alabama,US,"36,0423272","-94,2490174","4,8",67,"https://search.google.com/local/reviews?placeid=ChIJH3pwFbZxyYcRoGwQv7WPdow&q=pet+groomer,+72540,+Guion,+AR,+US&authuser=0&hl=en&gl=US",99,https://lh3.googleusercontent.com/p/AF1QipM0U9_T9wL72rG7524nCsSSE8RCvaP7e7INgxyH=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipM0U9_T9wL72rG7524nCsSSE8RCvaP7e7INgxyH=w1600-h1000-k-no,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:8AM-5PM|Thursday:8AM-5PM|Friday:8AM-5PM|Saturday:Closed|Sunday:Closed,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",https://lh6.googleusercontent.com/-sPvFb3CzE2I/AAAAAAAAAAI/AAAAAAAAAAA/48CBU8znYKM/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/115025735618902378438,"https://www.google.com/maps/place/Wag%27n+Tails+Pet+Salon/@36.042327199999995,-94.2490174,14z/data=!4m8!1m2!2m1!1sWag%27n+Tails+Pet+Salon!3m4!1s0x87c971b615707a1f:0x8c768fb5bf106ca0!8m2!3d36.042327199999995!4d-94.2490174","https://www.google.com/maps/place/Wag%27n+Tails+Pet+Salon/@36.042327199999995,-94.2490174,13.99z/data=!4m16!1m7!3m6!1s0x87c971b615707a1f:0x8c768fb5bf106ca0!2sWag%27n+Tails+Pet+Salon!8m2!3d36.042327199999995!4d-94.2490174!16s%2Fg%2F11ckvg1dmb!3m7!1s0x87c971b615707a1f:0x8c768fb5bf106ca0!8m2!3d36.042327199999995!4d-94.2490174!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJH3pwFbZxyYcRoGwQv7WPdow
Heavenly Paws Grooming Room,,Pet groomer,Pet groomer,Pet groomer,+1 870-847-0616,"Township, 236 White Rock Ln, Mammoth Spring, AR 72554","Township, 236 White Rock Ln",Mammoth Spring,72554,Arkansas,Alabama,US,"36,4674759","-91,5157849","4,8",36,"https://search.google.com/local/reviews?placeid=ChIJLX_SIIci0YcRrHHMbUgRyL0&q=pet+groomer,+72542,+Hardy,+AR,+US&authuser=0&hl=en&gl=US",10,https://lh3.googleusercontent.com/p/AF1QipNOWAAukJFLYl__5mom1xwEbZnQGoCenBofE3Qx=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipNOWAAukJFLYl__5mom1xwEbZnQGoCenBofE3Qx=w1600-h1000-k-no,"{""Monday"": ""Closed"", ""Tuesday"": ""8AM-3PM"", ""Wednesday"": ""8AM-3PM"", ""Thursday"": ""8AM-3PM"", ""Friday"": ""8AM-3PM"", ""Saturday"": ""8AM-12PM"", ""Sunday"": ""Closed""}",Monday:Closed|Tuesday:8AM-3PM|Wednesday:8AM-3PM|Thursday:8AM-3PM|Friday:8AM-3PM|Saturday:8AM-12PM|Sunday:Closed,OPERATIONAL,{},https://lh3.googleusercontent.com/-LBszuxtiXVE/AAAAAAAAAAI/AAAAAAAAAAA/UvIaW07ufVQ/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/104193896683388684109,"https://www.google.com/maps/place/Heavenly+Paws+Grooming+Room/@36.4674759,-91.5157849,14z/data=!4m8!1m2!2m1!1sHeavenly+Paws+Grooming+Room!3m4!1s0x87d1228720d27f2d:0xbdc811486dcc71ac!8m2!3d36.4674759!4d-91.5157849","https://www.google.com/maps/place/Heavenly+Paws+Grooming+Room/@36.4674759,-91.5157849,13.99z/data=!4m16!1m7!3m6!1s0x87d1228720d27f2d:0xbdc811486dcc71ac!2sHeavenly+Paws+Grooming+Room!8m2!3d36.4674759!4d-91.5157849!16s%2Fg%2F11ckvg1dmb!3m7!1s0x87d1228720d27f2d:0xbdc811486dcc71ac!8m2!3d36.4674759!4d-91.5157849!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJLX_SIIci0YcRrHHMbUgRyL0
Lucky Paws Pet Grooming,,Pet care service,Pet care service,Pet care service,,"123 Frauenthal St, Heber Springs, AR 72543",123 Frauenthal St,Heber Springs,72543,Arkansas,Alabama,US,"35,4915275","-92,0255044",5,2,"https://search.google.com/local/reviews?placeid=ChIJ9cYuWFhG0ocRirbMbYGMnhE&q=pet+groomer,+72543,+Heber+Springs,+AR,+US&authuser=0&hl=en&gl=US",4,https://lh3.googleusercontent.com/gps-cs-s/AB5caB8BLOFRebbCJ6oxHVABSdD96L5O6A70SfFGlL99vtgw-DJTrgCJ5s473CuNWblDqJtcgda_TlEt7ypqReh7x9XtmBTlE336dMuUwHon96qD0_5M78RndCrUvtSZMFtl1KaM-0wX=w800-h500-k-no,https://lh3.googleusercontent.com/gps-cs-s/AB5caB8BLOFRebbCJ6oxHVABSdD96L5O6A70SfFGlL99vtgw-DJTrgCJ5s473CuNWblDqJtcgda_TlEt7ypqReh7x9XtmBTlE336dMuUwHon96qD0_5M78RndCrUvtSZMFtl1KaM-0wX=w1600-h1000-k-no,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}}",,,"https://www.google.com/maps/place/Lucky+Paws+Pet+Grooming/@35.4915275,-92.0255044,14z/data=!4m8!1m2!2m1!1sLucky+Paws+Pet+Grooming!3m4!1s0x87d24658582ec6f5:0x119e8c816dccb68a!8m2!3d35.4915275!4d-92.0255044","https://www.google.com/maps/place/Lucky+Paws+Pet+Grooming/@35.4915275,-92.0255044,13.99z/data=!4m16!1m7!3m6!1s0x87d24658582ec6f5:0x119e8c816dccb68a!2sLucky+Paws+Pet+Grooming!8m2!3d35.4915275!4d-92.0255044!16s%2Fg%2F11ckvg1dmb!3m7!1s0x87d24658582ec6f5:0x119e8c816dccb68a!8m2!3d35.4915275!4d-92.0255044!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJ9cYuWFhG0ocRirbMbYGMnhE
Sartin Animal Care Clinic,https://www.sartinanimalcareclinic.com/,"Veterinarian, Kennel",Veterinarian,Veterinarian,+1 501-362-2800,"7200 State Hwy 110 W, Heber Springs, AR 72543",7200 State Hwy 110 W,Heber Springs,72543,Arkansas,Alabama,US,"35,4939769","-92,0762672","4,8",209,"https://search.google.com/local/reviews?placeid=ChIJ6Yo7MSVB0ocR2DWJNLsRahM&q=pet+groomer,+72543,+Heber+Springs,+AR,+US&authuser=0&hl=en&gl=US",75,https://lh3.googleusercontent.com/p/AF1QipOM6f5BnYInqF5WDi5KcbluPtTjdqY77mfEOxgJ=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipOM6f5BnYInqF5WDi5KcbluPtTjdqY77mfEOxgJ=w1600-h1000-k-no,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:8AM-5PM|Thursday:8AM-5PM|Friday:8AM-5PM|Saturday:Closed|Sunday:Closed,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",https://lh6.googleusercontent.com/-oWlGxJjFYKE/AAAAAAAAAAI/AAAAAAAAAAA/Of4-nD0pApI/s44-p-k-no-ns-nd/photo.jpg,https://www.google.com/maps/contrib/115148281215313258702,"https://www.google.com/maps/place/Sartin+Animal+Care+Clinic/@35.4939769,-92.07626719999999,14z/data=!4m8!1m2!2m1!1sSartin+Animal+Care+Clinic!3m4!1s0x87d24125313b8ae9:0x136a11bb348935d8!8m2!3d35.4939769!4d-92.07626719999999","https://www.google.com/maps/place/Sartin+Animal+Care+Clinic/@35.4939769,-92.07626719999999,13.99z/data=!4m16!1m7!3m6!1s0x87d24125313b8ae9:0x136a11bb348935d8!2sSartin+Animal+Care+Clinic!8m2!3d35.4939769!4d-92.07626719999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x87d24125313b8ae9:0x136a11bb348935d8!8m2!3d35.4939769!4d-92.07626719999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJ6Yo7MSVB0ocR2DWJNLsRahM
